mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
Intro to Human Computer Interaction,"Prototyping & UI Tooling, High-Fidelity Design & Documentation","Design System & Components, High-Fidelity Prototyping","Sat|09:00-11:00, Thu|15:00-17:00, Mon|09:00-11:00",4,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","HCI Principles & Guidelines, Command Line & Web Infra","System Prototype Proposal, Guideline Categories of HCI, HTTP Request Methods, CLI Navigation","Fri|18:00-20:00, Mon|09:00-11:00",13,5,4,4,0.3003
"Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, Digital Logic & Data Representation, History & Hardware Evolution, Web Styling, Command Line & Web Infra, Client-Side Scripting","File Systems & Permissions, OS Fundamentals, Binary/Octal/Hex Conversions, Computing Generations, Flexbox & Grid, HTTP Request Methods","Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",2,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Computer Networks Basics, Operating Systems & Architecture, History & Hardware Evolution, HCI Principles & Guidelines, Prototyping & UI Tooling, User Research & Behavioral Mapping","Network Topologies, File Systems & Permissions, Processor Architecture, HCI Principles & Paradigms, Wireframe Sketching, User Flow Diagrams","Fri|18:00-20:00, Tue|10:00-12:00, Mon|09:00-11:00",7,2,4,4,0.3059
Introduction to Computing,"Digital Logic & Data Representation, History & Hardware Evolution","Boolean Logic Gates, Memory & Storage Types, Processor Architecture","Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00",3,1,Instructor,"Introduction to Computing, Computer Programming","History & Hardware Evolution, Computer Networks Basics, Data Structures, Debugging & Execution","Computing Generations, Processor Architecture, Client-Server Architecture, Array Creation, Syntax Errors","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",4,2,5,4,0.3755
IT Fundamentals,"Command Line & Web Infra, Client-Side Scripting","CLI Navigation, Event Listeners","Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00",3,1,Instructor,"IT Fundamentals, Computer Programming","Command Line & Web Infra, Client-Side Scripting, Web Markup, Control Structures","Domain Name System (DNS), HTTP Request Methods, Event Listeners, HTML5 Semantic Elements, Iteration Patterns, Loop Control","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",6,2,4,4,0.5279
"Intro to Human Computer Interaction, Introduction to Computing","HCI Principles & Guidelines, Operating Systems & Architecture, History & Hardware Evolution","System Prototype Proposal, Process Management, File Systems & Permissions, Computing Generations, Memory & Storage Types","Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00, Sat|09:00-11:00",2,1,Senior IT Student,Intro to Human Computer Interaction,"High-Fidelity Design & Documentation, User Research & Behavioral Mapping, Interaction Design & Cognitive Models","Design Systems Documentation, User Research & Analysis, Interaction Design Frameworks, Human Information Processing","Sat|09:00-11:00, Thu|15:00-17:00",2,0,3,4,0.2863
"Introduction to Computing, Computer Programming","Digital Logic & Data Representation, Data Structures, Debugging & Execution","Binary/Octal/Hex Conversions, Boolean Logic Gates, Linear/Binary Searching, Syntax Errors, Logic Troubleshooting","Mon|09:00-11:00, Fri|18:00-20:00",2,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","User Research & Behavioral Mapping, Data Structures, Modular Programming, Control Structures","Customer Journey Mapping, Array Creation, Variable Scope & Lifetime, Parameters & Return Values, Iteration Patterns","Thu|15:00-17:00, Tue|10:00-12:00, Fri|18:00-20:00, Sat|09:00-11:00",3,0,4,4,0.2807
Computer Programming,"Control Structures, Data Structures, Debugging & Execution","Conditional Logic, Basic Sorting Algorithms, Logic Troubleshooting, Syntax Errors","Thu|15:00-17:00, Tue|10:00-12:00, Mon|09:00-11:00",4,1,Instructor,"Computer Programming, Introduction to Computing","Modular Programming, Control Structures, Computer Networks Basics","Function Definitions, Iteration Patterns, Conditional Logic, OSI Model Layers","Thu|15:00-17:00, Tue|10:00-12:00",13,9,5,4,0.4159
Introduction to Computing,"Operating Systems & Architecture, Computer Networks Basics","Process Management, OSI Model Layers, Network Topologies","Mon|09:00-11:00, Fri|18:00-20:00, Wed|13:00-15:00, Thu|15:00-17:00",2,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Operating Systems & Architecture, Digital Logic & Data Representation, Interaction Design & Cognitive Models, High-Fidelity Design & Documentation, Prototyping & UI Tooling","Process Management, Binary/Octal/Hex Conversions, Data Encoding (ASCII/Unicode), Interaction Design Frameworks, High-Fidelity Prototyping, Design Systems Documentation","Wed|13:00-15:00, Sat|09:00-11:00, Thu|15:00-17:00",3,2,4,4,0.3616
"Intro to Human Computer Interaction, IT Fundamentals","HCI Principles & Guidelines, Prototyping & UI Tooling, User Research & Behavioral Mapping, Web Styling, Command Line & Web Infra","Guideline Categories of HCI, System Prototype Proposal, Wireframe Sketching, User Research & Analysis, User Flow Diagrams, CSS Selectors","Wed|13:00-15:00, Mon|09:00-11:00",5,1,Senior IT Student,"Introduction to Computing, Computer Programming","Digital Logic & Data Representation, Computer Networks Basics, Control Structures","Boolean Logic Gates, Data Encoding (ASCII/Unicode), OSI Model Layers, Loop Control","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",3,2,4,4,0.0858
IT Fundamentals,Client-Side Scripting,DOM Manipulation,"Wed|13:00-15:00, Mon|09:00-11:00, Tue|10:00-12:00",3,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Styling, History & Hardware Evolution","Box Model, Memory & Storage Types, Computing Generations","Tue|10:00-12:00, Fri|18:00-20:00",7,4,5,4,0.2916
"IT Fundamentals, Introduction to Computing","Command Line & Web Infra, Client-Side Scripting, Computer Networks Basics, History & Hardware Evolution","HTTP Request Methods, JavaScript Syntax, Event Listeners, OSI Model Layers, Network Topologies, Memory & Storage Types","Fri|18:00-20:00, Wed|13:00-15:00, Sat|09:00-11:00, Tue|10:00-12:00",3,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Markup, Client-Side Scripting, Computer Networks Basics","HTML5 Semantic Elements, Media & Tables, DOM Manipulation, OSI Model Layers","Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",12,10,4,4,0.5986
"Computer Programming, Introduction to Computing","Debugging & Execution, Digital Logic & Data Representation, Computer Networks Basics","Console Debugging Techniques, Data Encoding (ASCII/Unicode), Binary/Octal/Hex Conversions, OSI Model Layers, Network Topologies","Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00, Tue|10:00-12:00",2,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Computer Networks Basics, Operating Systems & Architecture, Digital Logic & Data Representation, HCI Principles & Guidelines, Interaction Design & Cognitive Models, High-Fidelity Design & Documentation","OSI Model Layers, Network Topologies, File Systems & Permissions, Process Management, Data Encoding (ASCII/Unicode), Guideline Categories of HCI","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00",4,4,5,4,0.3811
"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, Interaction Design & Cognitive Models, HCI Principles & Guidelines, Computer Networks Basics, History & Hardware Evolution","Figma UI Design, Human Information Processing, Interaction Design Frameworks, System Prototype Proposal, Guideline Categories of HCI, Network Topologies","Wed|13:00-15:00, Sat|09:00-11:00",5,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, HCI Principles & Guidelines, Computer Networks Basics, Operating Systems & Architecture, Digital Logic & Data Representation","Human Information Processing, HCI Principles & Paradigms, Guideline Categories of HCI, Client-Server Architecture, OSI Model Layers, Process Management","Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00",12,2,4,4,0.6705
"Computer Programming, Intro to Human Computer Interaction","Control Structures, User Research & Behavioral Mapping, HCI Principles & Guidelines, Interaction Design & Cognitive Models","Conditional Logic, Iteration Patterns, User Flow Diagrams, User Research & Analysis, System Prototype Proposal, Interaction Design Frameworks","Tue|10:00-12:00, Fri|18:00-20:00, Wed|13:00-15:00, Sat|09:00-11:00",5,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction","Modular Programming, Control Structures, Debugging & Execution, Interaction Design & Cognitive Models","Variable Scope & Lifetime, Conditional Logic, Iteration Patterns, Logic Troubleshooting, Syntax Errors, Interaction Design Frameworks","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00",4,0,4,4,0.6472
Introduction to Computing,"Operating Systems & Architecture, Digital Logic & Data Representation","OS Fundamentals, Process Management, Binary/Octal/Hex Conversions, Boolean Logic Gates","Sat|09:00-11:00, Mon|09:00-11:00",3,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Styling, History & Hardware Evolution, Computer Networks Basics, Operating Systems & Architecture","Responsive Layouts, Processor Architecture, Computing Generations, Network Topologies, File Systems & Permissions","Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",10,3,4,4,0.4192
Introduction to Computing,"Digital Logic & Data Representation, Operating Systems & Architecture, History & Hardware Evolution","Data Encoding (ASCII/Unicode), OS Fundamentals, File Systems & Permissions, Memory & Storage Types","Fri|18:00-20:00, Wed|13:00-15:00, Sat|09:00-11:00",3,1,Instructor,Introduction to Computing,History & Hardware Evolution,Memory & Storage Types,"Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",14,3,4,4,0.6545
"IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Command Line & Web Infra, Web Markup, User Research & Behavioral Mapping","Flexbox & Grid, Domain Name System (DNS), CLI Navigation, Forms & Inputs, Customer Journey Mapping","Fri|18:00-20:00, Tue|10:00-12:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Web Markup, High-Fidelity Design & Documentation","Domain Name System (DNS), HTTP Request Methods, Media & Tables, Forms & Inputs, Design Systems Documentation, High-Fidelity Prototyping","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",5,2,5,4,0.7019
"Introduction to Computing, Computer Programming","History & Hardware Evolution, Computer Networks Basics, Data Structures, Control Structures, Debugging & Execution","Processor Architecture, Client-Server Architecture, Network Topologies, Linear/Binary Searching, Iteration Patterns, Syntax Errors","Thu|15:00-17:00, Sat|09:00-11:00",3,1,Instructor,"Introduction to Computing, Computer Programming","Computer Networks Basics, Digital Logic & Data Representation, Debugging & Execution, Data Structures","Network Topologies, OSI Model Layers, Binary/Octal/Hex Conversions, Console Debugging Techniques, Array Creation","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00",10,2,4,4,0.7014
"IT Fundamentals, Introduction to Computing","Web Markup, Command Line & Web Infra, Operating Systems & Architecture, Computer Networks Basics","Forms & Inputs, HTML5 Semantic Elements, HTTP Request Methods, Domain Name System (DNS), File Systems & Permissions, OS Fundamentals","Thu|15:00-17:00, Mon|09:00-11:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Box Model, Responsive Layouts, Human Information Processing, Interaction Design Frameworks, User Flow Diagrams, Customer Journey Mapping","Fri|18:00-20:00, Tue|10:00-12:00, Mon|09:00-11:00",7,5,4,4,0.2703
"IT Fundamentals, Computer Programming","Web Markup, Command Line & Web Infra, Modular Programming, Data Structures, Control Structures","HTML5 Semantic Elements, Domain Name System (DNS), CLI Navigation, Parameters & Return Values, Variable Scope & Lifetime, Linear/Binary Searching","Sat|09:00-11:00, Tue|10:00-12:00",3,1,Senior IT Student,"Introduction to Computing, Computer Programming","Operating Systems & Architecture, Modular Programming, Control Structures, Data Structures","OS Fundamentals, Variable Scope & Lifetime, Parameters & Return Values, Loop Control, Conditional Logic, Linear/Binary Searching","Mon|09:00-11:00, Thu|15:00-17:00, Sat|09:00-11:00, Wed|13:00-15:00",4,2,5,4,0.4403
"Intro to Human Computer Interaction, IT Fundamentals","User Research & Behavioral Mapping, Interaction Design & Cognitive Models, High-Fidelity Design & Documentation, Client-Side Scripting, Web Markup","Customer Journey Mapping, User Flow Diagrams, Human Information Processing, High-Fidelity Prototyping, Event Listeners, DOM Manipulation","Fri|18:00-20:00, Mon|09:00-11:00",5,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals","High-Fidelity Design & Documentation, Prototyping & UI Tooling, Interaction Design & Cognitive Models, Client-Side Scripting, Web Markup, Web Styling","Design Systems Documentation, Design System & Components, Human Information Processing, Interaction Design Frameworks, DOM Manipulation, Event Listeners","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",2,2,4,4,0.7655
"IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Client-Side Scripting, Web Markup, User Research & Behavioral Mapping, Prototyping & UI Tooling, Interaction Design & Cognitive Models","Domain Name System (DNS), JavaScript Syntax, Event Listeners, Media & Tables, User Research & Analysis, User Flow Diagrams","Wed|13:00-15:00, Sat|09:00-11:00, Tue|10:00-12:00",3,1,Senior IT Student,"IT Fundamentals, Introduction to Computing","Web Styling, Computer Networks Basics, Digital Logic & Data Representation","Box Model, OSI Model Layers, Network Topologies, Binary/Octal/Hex Conversions","Tue|10:00-12:00, Mon|09:00-11:00, Wed|13:00-15:00",1,1,4,3,0.2655
Introduction to Computing,"Operating Systems & Architecture, History & Hardware Evolution","Process Management, OS Fundamentals, Memory & Storage Types, Computing Generations","Mon|09:00-11:00, Fri|18:00-20:00",5,1,Senior IT Student,"Introduction to Computing, Intro to Human Computer Interaction","History & Hardware Evolution, Interaction Design & Cognitive Models, Prototyping & UI Tooling, HCI Principles & Guidelines","Processor Architecture, Memory & Storage Types, Interaction Design Frameworks, Wireframe Sketching, Guideline Categories of HCI, System Prototype Proposal","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",3,3,4,3,0.417
IT Fundamentals,Client-Side Scripting,"Event Listeners, DOM Manipulation","Mon|09:00-11:00, Fri|18:00-20:00, Sat|09:00-11:00",5,1,Instructor,IT Fundamentals,"Command Line & Web Infra, Web Styling, Client-Side Scripting","HTTP Request Methods, Responsive Layouts, JavaScript Syntax, DOM Manipulation","Wed|13:00-15:00, Mon|09:00-11:00, Tue|10:00-12:00",6,3,4,4,0.6108
"Intro to Human Computer Interaction, Introduction to Computing","HCI Principles & Guidelines, Prototyping & UI Tooling, Digital Logic & Data Representation","System Prototype Proposal, Guideline Categories of HCI, Design System & Components, Figma UI Design, Data Encoding (ASCII/Unicode), Binary/Octal/Hex Conversions","Thu|15:00-17:00, Fri|18:00-20:00, Wed|13:00-15:00",4,1,Instructor,Intro to Human Computer Interaction,"Interaction Design & Cognitive Models, HCI Principles & Guidelines, High-Fidelity Design & Documentation","Human Information Processing, System Prototype Proposal, HCI Principles & Paradigms, High-Fidelity Prototyping","Fri|18:00-20:00, Tue|10:00-12:00",15,7,4,4,0.3786
