mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
"Computer Programming, Introduction to Computing, IT Fundamentals","Modular Programming, Digital Logic & Data Representation, Computer Networks Basics","Parameters & Return Values, Binary/Octal/Hex Conversions, OSI Model Layers","Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",2,1,Instructor,"Computer Programming, Introduction to Computing","Debugging & Execution, History & Hardware Evolution, Data Structures, Computer Networks Basics","Syntax Errors, Memory & Storage Types, Linear/Binary Searching, Network Topologies","Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00, Sat|09:00-11:00",4,2,4,4,0.4419
"Intro to Human Computer Interaction, Introduction to Computing","Computer Networks Basics, Operating Systems & Architecture","OSI Model Layers, Process Management, OS Fundamentals","Sat|09:00-11:00, Thu|15:00-17:00",2,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction","Web Markup, Prototyping & UI Tooling","Forms & Inputs, Wireframe Sketching, Design System & Components","Wed|13:00-15:00, Thu|15:00-17:00, Tue|10:00-12:00",1,0,4,4,0.227
NSTP 2: Civic Welfare Training Service,,,"Mon|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00",5,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals, Introduction to Computing","Operating Systems & Architecture, Web Markup, Interaction Design & Cognitive Models, Web Styling, History & Hardware Evolution","Process Management, Media & Tables, Human Information Processing, Box Model, Processor Architecture","Thu|15:00-17:00, Sat|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00",1,0,5,4,0.2376
"Introduction to Computing, Computer Programming, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, Computer Networks Basics, History & Hardware Evolution, Control Structures","Interaction Design Frameworks, Network Topologies, Memory & Storage Types, Iteration Patterns, Loop Control","Wed|13:00-15:00, Tue|10:00-12:00, Mon|09:00-11:00, Thu|15:00-17:00",5,1,Instructor,"Introduction to Computing, Computer Programming, Intro to Human Computer Interaction","History & Hardware Evolution, Modular Programming, Control Structures, Prototyping & UI Tooling","Processor Architecture, Variable Scope & Lifetime, Conditional Logic, Figma UI Design","Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00",6,6,4,4,0.58
NSTP 2: Civic Welfare Training Service,,,"Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",3,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing, NSTP 1: Civic Welfare Training Service","User Research & Behavioral Mapping, High-Fidelity Design & Documentation, HCI Principles & Guidelines","User Research & Analysis, High-Fidelity Prototyping, Guideline Categories of HCI","Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",1,1,5,4,0.25
"Introduction to Computing, Intro to Human Computer Interaction","Computer Networks Basics, Interaction Design & Cognitive Models, HCI Principles & Guidelines, High-Fidelity Design & Documentation","Network Topologies, OSI Model Layers, Interaction Design Frameworks, HCI Principles & Paradigms, High-Fidelity Prototyping","Mon|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"IT Fundamentals, Introduction to Computing","Operating Systems & Architecture, Client-Side Scripting","Process Management, DOM Manipulation","Mon|09:00-11:00, Fri|18:00-20:00, Wed|13:00-15:00",5,4,3,4,0.3076
Intro to Human Computer Interaction,"Prototyping & UI Tooling, High-Fidelity Design & Documentation, Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Figma UI Design, Design System & Components, High-Fidelity Prototyping, Interaction Design Frameworks, Customer Journey Mapping","Fri|18:00-20:00, Tue|10:00-12:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","User Research & Behavioral Mapping, Prototyping & UI Tooling, High-Fidelity Design & Documentation, Interaction Design & Cognitive Models, Web Styling","Customer Journey Mapping, Design System & Components, Figma UI Design, High-Fidelity Prototyping, Interaction Design Frameworks, Responsive Layouts","Fri|18:00-20:00, Tue|10:00-12:00",14,13,5,4,0.7451
"Computer Programming, IT Fundamentals","Debugging & Execution, Control Structures, Web Styling","Syntax Errors, Iteration Patterns, Box Model","Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Control Structures, Debugging & Execution, Modular Programming","Box Model, Iteration Patterns, Syntax Errors, Variable Scope & Lifetime","Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00",3,3,4,4,0.7376
"Computer Programming, Introduction to Computing, IT Fundamentals","Web Styling, Modular Programming, Client-Side Scripting, Computer Networks Basics, Debugging & Execution","Flexbox & Grid, Parameters & Return Values, JavaScript Syntax, OSI Model Layers, Logic Troubleshooting","Thu|15:00-17:00, Sat|09:00-11:00, Tue|10:00-12:00",3,1,Senior IT Student,"IT Fundamentals, Computer Programming","Web Styling, Debugging & Execution, Web Markup, Control Structures","Responsive Layouts, Logic Troubleshooting, Media & Tables, Flexbox & Grid, Conditional Logic","Thu|15:00-17:00, Mon|09:00-11:00, Sat|09:00-11:00",4,1,4,4,0.5177
"Introduction to Computing, IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Prototyping & UI Tooling","CSS Selectors, Wireframe Sketching, Figma UI Design","Sat|09:00-11:00, Mon|09:00-11:00, Thu|15:00-17:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Web Styling, User Research & Behavioral Mapping, High-Fidelity Design & Documentation, Prototyping & UI Tooling","CSS Selectors, Customer Journey Mapping, Design Systems Documentation, Figma UI Design, Wireframe Sketching","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",12,2,5,4,0.7901
"Intro to Human Computer Interaction, Introduction to Computing","User Research & Behavioral Mapping, Computer Networks Basics, Digital Logic & Data Representation","User Research & Analysis, Client-Server Architecture, Data Encoding (ASCII/Unicode)","Fri|18:00-20:00, Tue|10:00-12:00, Thu|15:00-17:00, Sat|09:00-11:00",3,1,Senior IT Student,Intro to Human Computer Interaction,"Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Human Information Processing, User Research & Analysis","Sat|09:00-11:00, Tue|10:00-12:00, Mon|09:00-11:00, Thu|15:00-17:00",3,0,3,4,0.4635
"Computer Programming, GE 104: Readings in Philippine History, GE 108: Understanding the Self, IT Fundamentals, Intro to Human Computer Interaction","Debugging & Execution, Data Structures, HCI Principles & Guidelines","Logic Troubleshooting, Array Creation, HCI Principles & Paradigms","Wed|13:00-15:00, Thu|15:00-17:00, Sat|09:00-11:00",5,1,Instructor,"IT Fundamentals, Introduction to Computing","Digital Logic & Data Representation, Web Markup, Operating Systems & Architecture, History & Hardware Evolution","Boolean Logic Gates, HTML5 Semantic Elements, OS Fundamentals, Memory & Storage Types","Thu|15:00-17:00, Sat|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00",6,6,4,4,0.1957
IT Fundamentals,"Web Styling, Web Markup, Command Line & Web Infra","CSS Selectors, HTML5 Semantic Elements, Media & Tables, CLI Navigation, Domain Name System (DNS)","Wed|13:00-15:00, Mon|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",5,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","History & Hardware Evolution, Command Line & Web Infra","Computing Generations, Domain Name System (DNS)","Sat|09:00-11:00, Wed|13:00-15:00",10,7,3,4,0.3298
"GE 105: Mathematics in the Modern World, GE 108: Understanding the Self",,,"Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",4,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals, Introduction to Computing, Computer Programming","Computer Networks Basics, Modular Programming, Control Structures","OSI Model Layers, Parameters & Return Values, Iteration Patterns","Fri|18:00-20:00, Wed|13:00-15:00, Sat|09:00-11:00",10,6,4,4,0.301
"Computer Programming, IT Fundamentals","Command Line & Web Infra, Client-Side Scripting, Web Markup, Data Structures","CLI Navigation, JavaScript Syntax, Media & Tables, HTTP Request Methods, Linear/Binary Searching","Tue|10:00-12:00, Wed|13:00-15:00, Sat|09:00-11:00, Mon|09:00-11:00",2,1,Instructor,"PE 2: PATH FIT 2 - Fitness Exercises, PE 1: PATH FIT 1 - Movement Enhancement",,,"Tue|10:00-12:00, Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",8,6,5,4,0.1538
"IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Prototyping & UI Tooling, Command Line & Web Infra","CSS Selectors, Wireframe Sketching, CLI Navigation","Thu|15:00-17:00, Fri|18:00-20:00, Mon|09:00-11:00",3,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing, IT Fundamentals","Web Styling, Client-Side Scripting, Operating Systems & Architecture, Web Markup, Interaction Design & Cognitive Models","Box Model, Event Listeners, File Systems & Permissions, Forms & Inputs, Interaction Design Frameworks","Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",12,12,5,4,0.399
"Introduction to Computing, Intro to Human Computer Interaction","Computer Networks Basics, HCI Principles & Guidelines, Prototyping & UI Tooling","OSI Model Layers, HCI Principles & Paradigms, Wireframe Sketching","Tue|10:00-12:00, Fri|18:00-20:00, Thu|15:00-17:00, Mon|09:00-11:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","Operating Systems & Architecture, Web Styling, Debugging & Execution","Process Management, Responsive Layouts, Logic Troubleshooting","Tue|10:00-12:00, Mon|09:00-11:00",8,8,4,4,0.2061
NSTP 1: Civic Welfare Training Service,,,"Thu|15:00-17:00, Fri|18:00-20:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, Introduction to Computing, IT Fundamentals, Intro to Human Computer Interaction","Modular Programming, Control Structures, Operating Systems & Architecture, User Research & Behavioral Mapping","Function Definitions, Loop Control, OS Fundamentals, Iteration Patterns, User Research & Analysis","Mon|09:00-11:00, Fri|18:00-20:00",8,5,4,4,0.2356
IT Fundamentals,"Web Styling, Command Line & Web Infra","Flexbox & Grid, CSS Selectors, Domain Name System (DNS)","Wed|13:00-15:00, Fri|18:00-20:00, Sat|09:00-11:00",4,1,Senior IT Student,IT Fundamentals,"Web Markup, Client-Side Scripting","HTML5 Semantic Elements, Event Listeners","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",3,1,4,4,0.5344
"Computer Programming, Introduction to Computing, IT Fundamentals","Client-Side Scripting, Web Styling, Data Structures, Modular Programming","Event Listeners, CSS Selectors, Array Creation, Parameters & Return Values","Thu|15:00-17:00, Mon|09:00-11:00",2,1,Senior IT Student,"Computer Programming, IT Fundamentals","Web Styling, Client-Side Scripting, Web Markup","Flexbox & Grid, JavaScript Syntax, Event Listeners, Forms & Inputs","Wed|13:00-15:00, Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00",2,0,3,4,0.5119
"Introduction to Computing, Computer Programming","Debugging & Execution, Control Structures, Data Structures, Operating Systems & Architecture","Syntax Errors, Console Debugging Techniques, Iteration Patterns, Array Creation, Process Management","Tue|10:00-12:00, Fri|18:00-20:00",3,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Data Structures, Control Structures, Debugging & Execution, Operating Systems & Architecture","1D/2D Manipulation, Array Creation, Conditional Logic, Console Debugging Techniques, Iteration Patterns, Process Management, Syntax Errors","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",5,4,5,4,0.8119
Introduction to Computing,"History & Hardware Evolution, Digital Logic & Data Representation, Operating Systems & Architecture, Computer Networks Basics","Processor Architecture, Data Encoding (ASCII/Unicode), File Systems & Permissions, Client-Server Architecture, Boolean Logic Gates","Thu|15:00-17:00, Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00",4,1,Senior IT Student,"IT Fundamentals, Introduction to Computing","History & Hardware Evolution, Digital Logic & Data Representation, Command Line & Web Infra, Computer Networks Basics","Computing Generations, Data Encoding (ASCII/Unicode), CLI Navigation, Boolean Logic Gates, Network Topologies","Fri|18:00-20:00, Sat|09:00-11:00",1,1,3,3,0.4943
"Computer Programming, Intro to Human Computer Interaction","User Research & Behavioral Mapping, Data Structures, Prototyping & UI Tooling","Customer Journey Mapping, Array Creation, Wireframe Sketching","Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00, Fri|18:00-20:00",5,1,Senior IT Student,"Introduction to Computing, Intro to Human Computer Interaction, IT Fundamentals, Computer Programming","Control Structures, Command Line & Web Infra, Web Styling, HCI Principles & Guidelines","Conditional Logic, Domain Name System (DNS), CSS Selectors, HCI Principles & Paradigms","Sat|09:00-11:00, Wed|13:00-15:00, Mon|09:00-11:00",3,2,4,3,0.2991
"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement","Computer Networks Basics, Prototyping & UI Tooling, Modular Programming, User Research & Behavioral Mapping, Control Structures","Network Topologies, Figma UI Design, Function Definitions, User Research & Analysis, Conditional Logic","Thu|15:00-17:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Data Structures, Prototyping & UI Tooling, HCI Principles & Guidelines","Basic Sorting Algorithms, Wireframe Sketching, Linear/Binary Searching, System Prototype Proposal","Tue|10:00-12:00, Fri|18:00-20:00",8,8,4,4,0.3574
"Computer Programming, GE 105: Mathematics in the Modern World, GE 108: Understanding the Self, IT Fundamentals, Introduction to Computing","Modular Programming, History & Hardware Evolution, Digital Logic & Data Representation","Parameters & Return Values, Computing Generations, Binary/Octal/Hex Conversions","Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00, Sat|09:00-11:00",4,1,Instructor,"Computer Programming, GE 105: Mathematics in the Modern World, IT Fundamentals, Introduction to Computing","History & Hardware Evolution, Control Structures","Processor Architecture, Loop Control","Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00, Fri|18:00-20:00",3,2,4,4,0.5202
Intro to Human Computer Interaction,"HCI Principles & Guidelines, High-Fidelity Design & Documentation, Prototyping & UI Tooling","System Prototype Proposal, High-Fidelity Prototyping, Wireframe Sketching","Thu|15:00-17:00, Fri|18:00-20:00, Mon|09:00-11:00",4,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Computer Networks Basics, User Research & Behavioral Mapping, Operating Systems & Architecture, High-Fidelity Design & Documentation, HCI Principles & Guidelines, Prototyping & UI Tooling","Client-Server Architecture, Customer Journey Mapping, File Systems & Permissions, High-Fidelity Prototyping, System Prototype Proposal, Wireframe Sketching","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",3,3,5,4,0.5233
"IT Fundamentals, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","History & Hardware Evolution, Digital Logic & Data Representation, Web Styling, Web Markup, Operating Systems & Architecture","Memory & Storage Types, Data Encoding (ASCII/Unicode), Flexbox & Grid, Forms & Inputs, File Systems & Permissions","Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00",3,1,Senior IT Student,"IT Fundamentals, Introduction to Computing","Web Styling, Operating Systems & Architecture, Client-Side Scripting","Box Model, OS Fundamentals, DOM Manipulation","Wed|13:00-15:00, Mon|09:00-11:00, Fri|18:00-20:00",4,2,3,3,0.4206
"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, Data Structures, Modular Programming","Wireframe Sketching, Linear/Binary Searching, Variable Scope & Lifetime","Tue|10:00-12:00, Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00",3,1,Instructor,Computer Programming,"Debugging & Execution, Data Structures, Control Structures","Logic Troubleshooting, Linear/Binary Searching, Loop Control, 1D/2D Manipulation","Mon|09:00-11:00, Tue|10:00-12:00",9,9,4,4,0.3046
